State,County,Year,Field,FieldName,FieldID,GridID,Grid_org,Transects_n,TransectID,Transect_R,Trans_A,Trans_B,Strategy,PNM,FP,Damage,Area_ac,PlotID,Trt_n,Treatment,Ref_block,RepRefB,Pt_NPass,Sd_NPass,Hybrid,Tile,PreCrop,Tillage,FNR_lbac,rExN_lbac,rStN_lbac,pPreN_lbac,rPreN_lbac,pSidN_lbac,SidN_lbac,rSdN_lbac,pTotN_lbac,rTN_lbac,rTotN_kgha,rYl15_buac,rY15_mtha
IN,White,21,GR,Griner,GR_21,57,1,1,40,1,na,na,Control,0,0,0,0.275482673,17,3,70,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,234.7711214,14.8
IN,White,21,GR,Griner,GR_21,58,1,1,39,1,na,na,Control,0,0,0,0.275481938,17,3,70,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,239.0798376,15
IN,White,21,GR,Griner,GR_21,59,1,1,38,1,na,na,Control,0,0,0,0.275481928,17,3,70,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,238.9709436,15
IN,White,21,GR,Griner,GR_21,60,1,1,37,1,na,na,Control,0,0,0,0.275481974,17,3,70,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,234.0414452,14.7
IN,White,21,GR,Griner,GR_21,37,1,1,48,1,na,na,Control,0,0,0,0.15682759,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,243.7011691,15.3
IN,White,21,GR,Griner,GR_21,38,1,1,47,1,na,na,Control,0,0,0,0.275481984,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,230.9404404,14.5
IN,White,21,GR,Griner,GR_21,40,1,1,45,1,na,na,Control,0,0,0,0.275482739,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,240.4523848,15.1
IN,White,21,GR,Griner,GR_21,41,1,1,44,1,na,na,Control,0,0,0,0.275482741,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,241.0317126,15.2
IN,White,21,GR,Griner,GR_21,42,1,1,43,1,na,na,Control,0,0,0,0.275481984,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,239.0359822,15
IN,White,21,GR,Griner,GR_21,43,1,1,42,1,na,na,Control,0,0,0,0.275481983,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,240.167229,15.1
IN,White,21,GR,Griner,GR_21,44,1,1,41,1,na,na,Control,0,0,0,0.275482739,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,240.5133424,15.1
IN,White,21,GR,Griner,GR_21,45,1,1,40,1,na,na,Control,0,0,0,0.275482741,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,239.5315121,15.1
IN,White,21,GR,Griner,GR_21,46,1,1,39,1,na,na,Control,0,0,0,0.275481984,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,241.8418179,15.2
IN,White,21,GR,Griner,GR_21,47,1,1,38,1,na,na,Control,0,0,0,0.275481983,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,241.6473954,15.2
IN,White,21,GR,Griner,GR_21,48,1,1,37,1,na,na,Control,0,0,0,0.275482011,18,4,100,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,234.0175028,14.7
IN,White,21,GR,Griner,GR_21,25,1,1,48,1,na,na,Control,0,0,0,0.157846518,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,236.0292289,14.8
IN,White,21,GR,Griner,GR_21,26,1,1,47,1,na,na,Control,0,0,0,0.27548176,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,233.2156603,14.7
IN,White,21,GR,Griner,GR_21,28,1,1,45,1,na,na,Control,0,0,0,0.275482506,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,231.284399,14.5
IN,White,21,GR,Griner,GR_21,29,1,1,44,1,na,na,Control,0,0,0,0.27548253,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,237.4564983,14.9
IN,White,21,GR,Griner,GR_21,30,1,1,43,1,na,na,Control,0,0,0,0.27548176,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,242.2149602,15.2
IN,White,21,GR,Griner,GR_21,31,1,1,42,1,na,na,Control,0,0,0,0.275481771,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,243.67693,15.3
IN,White,21,GR,Griner,GR_21,32,1,1,41,1,na,na,Control,0,0,0,0.275482506,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,239.8120151,15.1
IN,White,21,GR,Griner,GR_21,33,1,1,40,1,na,na,Control,0,0,0,0.27548253,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,236.8747037,14.9
IN,White,21,GR,Griner,GR_21,34,1,1,39,1,na,na,Control,0,0,0,0.27548176,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,236.1875651,14.9
IN,White,21,GR,Griner,GR_21,35,1,1,38,1,na,na,Control,0,0,0,0.275481771,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,239.2536784,15
IN,White,21,GR,Griner,GR_21,36,1,1,37,1,na,na,Control,0,0,0,0.27548176,19,5,130,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,241.0855682,15.2
IN,White,21,GR,Griner,GR_21,13,1,1,48,1,na,na,Control,0,0,0,0.159124709,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,226.4467659,14.2
IN,White,21,GR,Griner,GR_21,14,1,1,47,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,215.3941376,13.5
IN,White,21,GR,Griner,GR_21,16,1,1,45,1,na,na,Control,0,0,0,0.275482464,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,227.4404442,14.3
IN,White,21,GR,Griner,GR_21,17,1,1,44,1,na,na,Control,0,0,0,0.275482464,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,228.1958974,14.4
IN,White,21,GR,Griner,GR_21,18,1,1,43,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,230.8446533,14.5
IN,White,21,GR,Griner,GR_21,19,1,1,42,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,222.6811502,14
IN,White,21,GR,Griner,GR_21,20,1,1,41,1,na,na,Control,0,0,0,0.275482464,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,222.548856,14
IN,White,21,GR,Griner,GR_21,21,1,1,40,1,na,na,Control,0,0,0,0.275482464,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,227.726723,14.3
IN,White,21,GR,Griner,GR_21,22,1,1,39,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,228.9010167,14.4
IN,White,21,GR,Griner,GR_21,23,1,1,38,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,227.3944098,14.3
IN,White,21,GR,Griner,GR_21,24,1,1,37,1,na,na,Control,0,0,0,0.275464507,20,2,50,1,0,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,223.0514071,14
IN,White,21,GR,Griner,GR_21,232,1,1,7,1,na,na,Control,0,0,0,0.253138729,1,2,50,1,1,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,242.4531685,15.3
IN,White,21,GR,Griner,GR_21,6,1,1,7,1,na,na,Control,0,0,0,0.275481715,2,3,70,1,1,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,250.8861775,15.8
IN,White,21,GR,Griner,GR_21,196,1,1,7,1,na,na,Control,0,0,0,0.275481715,3,4,100,1,1,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,165,0,0,0,160,165,185,249.9790885,15.7
IN,White,21,GR,Griner,GR_21,112,1,1,7,1,na,na,Control,0,0,0,0.275481775,4,5,130,1,1,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,253.8391047,16
IN,White,21,GR,Griner,GR_21,208,1,1,7,1,na,na,Control,0,0,0,0.275481768,5,2,50,1,1,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,228.0458408,14.3
IN,White,21,GR,Griner,GR_21,145,1,1,22,1,na,na,Control,0,0,0,0.275481715,6,2,50,1,2,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,227.1897885,14.3
IN,White,21,GR,Griner,GR_21,217,1,1,22,1,na,na,Control,0,0,0,0.275481424,7,3,70,1,2,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,245.2171156,15.4
IN,White,21,GR,Griner,GR_21,181,1,1,22,1,na,na,Control,0,0,0,0.275481358,8,4,100,1,2,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,247.6898237,15.6
IN,White,21,GR,Griner,GR_21,157,1,1,22,1,na,na,Control,0,0,0,0.275481647,9,5,130,1,2,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,251.4895657,15.8
IN,White,21,GR,Griner,GR_21,133,1,1,22,1,na,na,Control,0,0,0,0.275481966,10,2,50,1,2,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,229.5361707,14.4
IN,White,21,GR,Griner,GR_21,127,1,1,28,1,na,na,Control,0,0,0,0.275482733,11,2,50,1,3,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,227.5641562,14.3
IN,White,21,GR,Griner,GR_21,175,1,1,28,1,na,na,Control,0,0,0,0.275482464,12,3,70,1,3,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,236.7372119,14.9
IN,White,21,GR,Griner,GR_21,103,1,1,28,1,na,na,Control,0,0,0,0.275482589,13,4,100,1,3,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,243.4506279,15.3
IN,White,21,GR,Griner,GR_21,91,1,1,28,1,na,na,Control,0,0,0,0.2754823,14,5,130,1,3,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,244.7785888,15.4
IN,White,21,GR,Griner,GR_21,80,1,1,28,1,na,na,Control,0,0,0,0.275482182,15,2,50,1,3,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,225.9593632,14.2
IN,White,21,GR,Griner,GR_21,63,1,1,46,1,na,na,Control,0,0,0,0.275481715,16,2,50,1,4,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,80,0,0,0,80,80,90,228.2667418,14.4
IN,White,21,GR,Griner,GR_21,51,1,1,46,1,na,na,Control,0,0,0,0.275481928,17,3,70,1,4,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,112,115,0,0,0,112,115,129,224.4003189,14.1
IN,White,21,GR,Griner,GR_21,39,1,1,46,1,na,na,Control,0,0,0,0.275481983,18,4,100,1,4,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,160,160,0,0,0,160,160,180,237.1008281,14.9
IN,White,21,GR,Griner,GR_21,27,1,1,46,1,na,na,Control,0,0,0,0.275481771,19,5,130,1,4,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,208,200,0,0,0,208,200,225,240.1592133,15.1
IN,White,21,GR,Griner,GR_21,15,1,1,46,1,na,na,Control,0,0,0,0.275481715,20,2,50,1,4,1,0,DKC 62-51,0,Soybean,Conventional,160,0,NA,80,90,0,0,0,80,90,101,209.8665632,13.2
IN,White,22,GR,Griner,GR_22,6,1,1,1,1,na,na,PNM,1,0,0,0.24,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,104,51,49,51,183,185,207,224.6,14.1
IN,White,22,GR,Griner,GR_22,11,1,1,2,1,na,na,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,109,63,63,65,195,204,229,236.1,14.9
IN,White,22,GR,Griner,GR_22,23,1,1,4,1,na,na,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,62,63,195,201,225,237.9,15
IN,White,22,GR,Griner,GR_22,30,1,1,5,1,na,na,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,107,63,63,63,195,201,225,245.4,15.4
IN,White,22,GR,Griner,GR_22,36,1,1,6,1,na,na,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,62,62,195,200,225,239.3,15.1
IN,White,22,GR,Griner,GR_22,47,1,1,8,1,na,na,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,61,62,195,200,225,227.3,14.3
IN,White,22,GR,Griner,GR_22,4,1,1,1,1,na,na,GR,0,0,0,0.24,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,104,102,103,202,204,230,227.3,14.3
IN,White,22,GR,Griner,GR_22,12,1,1,2,1,na,na,GR,0,0,0,0.41,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,104,106,106,202,208,233,232.8,14.6
IN,White,22,GR,Griner,GR_22,24,1,1,4,1,na,na,GR,0,0,0,0.41,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,104,104,102,202,203,228,237.2,14.9
IN,White,22,GR,Griner,GR_22,29,1,1,5,1,na,na,GR,0,0,0,0.41,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,104,103,102,202,204,230,241.7,15.2
IN,White,22,GR,Griner,GR_22,35,1,1,6,1,na,na,GR,0,0,0,0.41,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,122,124,125,220,228,256,240.2,15.1
IN,White,22,GR,Griner,GR_22,48,1,1,8,1,na,na,GR,0,0,0,0.41,2,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,122,121,121,220,222,249,225.3,14.2
IN,White,22,GR,Griner,GR_22,1,1,1,1,1,na,na,PNM,1,1,0,0.25,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,169,0,0,0,200,199,223,220.7,13.9
IN,White,22,GR,Griner,GR_22,10,1,1,2,1,na,na,PNM,1,1,0,0.41,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,181,0,0,0,200,211,237,236.5,14.9
IN,White,22,GR,Griner,GR_22,22,1,1,4,1,na,na,PNM,1,1,0,0.41,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,180,0,0,0,200,210,235,237.9,15
IN,White,22,GR,Griner,GR_22,28,1,1,5,1,na,na,PNM,1,1,0,0.41,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,182,0,0,0,200,212,238,243.8,15.3
IN,White,22,GR,Griner,GR_22,34,1,1,6,1,na,na,PNM,1,1,0,0.41,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,181,0,0,0,200,211,237,245,15.4
IN,White,22,GR,Griner,GR_22,43,1,1,8,1,na,na,PNM,1,1,0,0.41,3,4,100,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,170,179,0,0,0,200,209,235,232,14.6
IN,White,22,GR,Griner,GR_22,3,1,1,1,1,na,na,PNM,1,0,0,0.24,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,143,27,29,27,193,200,225,233.6,14.7
IN,White,22,GR,Griner,GR_22,8,1,1,2,1,na,na,PNM,1,0,0,0.41,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,143,27,27,27,193,200,224,234.4,14.7
IN,White,22,GR,Griner,GR_22,21,1,1,4,1,na,na,PNM,1,0,0,0.41,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,142,27,26,27,193,199,223,231,14.5
IN,White,22,GR,Griner,GR_22,25,1,1,5,1,na,na,PNM,1,0,0,0.41,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,143,27,27,26,193,200,224,233.3,14.7
IN,White,22,GR,Griner,GR_22,32,1,1,6,1,na,na,PNM,1,0,0,0.41,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,141,27,26,27,193,199,223,236,14.8
IN,White,22,GR,Griner,GR_22,46,1,1,8,1,na,na,PNM,1,0,0,0.41,4,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,143,27,26,26,193,200,224,217.6,13.7
IN,White,22,GR,Griner,GR_22,5,1,1,1,1,na,na,PNM,1,0,0,0.24,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,204,0,0,0,234,234,263,231,14.5
IN,White,22,GR,Griner,GR_22,9,1,1,2,1,na,na,PNM,1,0,0,0.41,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,216,0,0,0,234,246,276,239.8,15.1
IN,White,22,GR,Griner,GR_22,19,1,1,4,1,na,na,PNM,1,0,0,0.41,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,215,0,0,0,234,245,275,238.7,15
IN,White,22,GR,Griner,GR_22,26,1,1,5,1,na,na,PNM,1,0,0,0.41,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,215,0,0,0,234,245,275,244.1,15.4
IN,White,22,GR,Griner,GR_22,31,1,1,6,1,na,na,PNM,1,0,0,0.41,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,218,0,0,0,234,248,279,246.8,15.5
IN,White,22,GR,Griner,GR_22,45,1,1,8,1,na,na,PNM,1,0,0,0.41,5,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,217,0,0,0,234,247,278,229.7,14.4
IN,White,22,GR,Griner,GR_22,2,1,1,1,1,na,na,PNM,1,0,0,0.24,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,98,97,97,196,199,224,230.2,14.5
IN,White,22,GR,Griner,GR_22,7,1,1,2,1,na,na,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,98,97,97,196,198,222,239.4,15.1
IN,White,22,GR,Griner,GR_22,20,1,1,4,1,na,na,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,98,98,97,196,199,223,231.4,14.6
IN,White,22,GR,Griner,GR_22,27,1,1,5,1,na,na,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,98,98,98,196,200,224,238.4,15
IN,White,22,GR,Griner,GR_22,33,1,1,6,1,na,na,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,70,98,97,96,196,197,221,242.4,15.2
IN,White,22,GR,Griner,GR_22,44,1,1,8,1,na,na,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,98,98,99,196,200,224,219.9,13.8
IN,White,22,GR,Griner,GR_22,58,1,1,10,0,na,na,PNM,1,0,0,0.25,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,197,0,0,0,234,227,255,229,14.4
IN,White,22,GR,Griner,GR_22,66,1,1,11,1,na,na,PNM,1,0,0,0.41,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,215,0,0,0,234,245,275,236.6,14.9
IN,White,22,GR,Griner,GR_22,78,1,1,13,1,na,na,PNM,1,0,0,0.41,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,217,0,0,0,234,247,278,238.5,15
IN,White,22,GR,Griner,GR_22,82,1,1,14,1,na,na,PNM,1,0,0,0.41,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,218,0,0,0,234,248,279,238,15
IN,White,22,GR,Griner,GR_22,90,1,1,15,1,na,na,PNM,1,0,0,0.41,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,216,0,0,0,234,246,277,246,15.5
IN,White,22,GR,Griner,GR_22,101,1,1,17,1,na,na,PNM,1,0,0,0.41,7,5,120,0,0,1,0,DKC64-30W,0,Corn,Conventional,170,30,0,204,218,0,0,0,234,248,279,235.7,14.8
IN,White,22,GR,Griner,GR_22,55,1,1,10,0,na,na,PNM,1,0,0,0.25,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,145,21,22,22,187,197,221,229.3,14.4
IN,White,22,GR,Griner,GR_22,64,1,1,11,1,na,na,PNM,1,0,0,0.41,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,144,27,27,27,193,201,226,231.6,14.6
IN,White,22,GR,Griner,GR_22,77,1,1,13,1,na,na,PNM,1,0,0,0.41,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,145,27,27,27,193,202,227,233.9,14.7
IN,White,22,GR,Griner,GR_22,83,1,1,14,1,na,na,PNM,1,0,0,0.41,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,145,27,27,27,193,202,227,228.9,14.4
IN,White,22,GR,Griner,GR_22,89,1,1,15,1,na,na,PNM,1,0,0,0.41,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,144,27,26,27,193,201,226,234.5,14.8
IN,White,22,GR,Griner,GR_22,100,1,1,17,1,na,na,PNM,1,0,0,0.41,8,3,80,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,136,143,27,25,24,193,197,222,231,14.5
IN,White,22,GR,Griner,GR_22,60,1,1,10,0,na,na,GR,0,0,0,0.25,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,70,122,120,121,220,221,249,229.1,14.4
IN,White,22,GR,Griner,GR_22,65,1,1,11,1,na,na,GR,0,0,0,0.41,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,122,121,121,220,223,251,229.5,14.4
IN,White,22,GR,Griner,GR_22,75,1,1,13,1,na,na,GR,0,0,0,0.41,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,104,105,105,202,206,232,228.9,14.4
IN,White,22,GR,Griner,GR_22,84,1,1,14,1,na,na,GR,0,0,0,0.41,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,104,105,107,202,208,234,225.2,14.2
IN,White,22,GR,Griner,GR_22,88,1,1,15,1,na,na,GR,0,0,0,0.41,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,122,126,123,220,224,252,233.4,14.7
IN,White,22,GR,Griner,GR_22,102,1,1,17,1,na,na,GR,0,0,0,0.41,9,8,40GR,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,71,122,122,121,220,222,250,227.4,14.3
IN,White,22,GR,Griner,GR_22,59,1,1,10,0,na,na,PNM,1,0,0,0.25,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,62,62,195,200,224,225,14.2
IN,White,22,GR,Griner,GR_22,63,1,1,11,1,na,na,PNM,1,0,0,0.41,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,63,64,195,201,226,229.9,14.5
IN,White,22,GR,Griner,GR_22,76,1,1,13,1,na,na,PNM,1,0,0,0.41,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,63,63,195,201,226,232.2,14.6
IN,White,22,GR,Griner,GR_22,81,1,1,14,1,na,na,PNM,1,0,0,0.41,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,108,63,62,61,195,200,224,224.4,14.1
IN,White,22,GR,Griner,GR_22,87,1,1,15,1,na,na,PNM,1,0,0,0.41,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,109,63,62,61,195,200,224,221.5,13.9
IN,White,22,GR,Griner,GR_22,99,1,1,17,1,na,na,PNM,1,0,0,0.41,10,2,60,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,102,107,63,62,62,195,200,224,223.9,14.1
IN,White,22,GR,Griner,GR_22,57,1,1,10,0,na,na,PNM,1,0,0,0.25,11,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,70,98,106,123,196,223,250,223.8,14.1
IN,White,22,GR,Griner,GR_22,62,1,1,11,1,na,na,PNM,1,0,0,0.41,11,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,73,98,98,98,196,201,226,230.8,14.5
IN,White,22,GR,Griner,GR_22,74,1,1,13,1,na,na,PNM,1,0,0,0.41,11,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,73,98,99,99,196,202,227,236.1,14.8
IN,White,22,GR,Griner,GR_22,80,1,1,14,1,na,na,PNM,1,0,0,0.41,11,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,98,98,99,196,201,226,233.6,14.7
IN,White,22,GR,Griner,GR_22,86,1,1,15,1,na,na,PNM,1,0,0,0.41,11,1,40,0,0,1,1,DKC64-30W,0,Corn,Conventional,170,30,0,68,72,98,100,100,196,202,227,230.1,14.5
